ticker,as_of_date,market_cap_cr,enterprise_value_cr,pe,ev_ebitda,pb,ps,roe,roce,roa,industry_pe,historical_pe_3y,historical_pe_5y,historical_pe_10y,avg_roe_3y,avg_roe_5y,debt_equity,current_ratio,interest_coverage,revenue_ttm,ebitda_ttm,pat_ttm,revenue_growth_1y,revenue_growth_3y,revenue_growth_5y,ebitda_margin,pat_margin,ebitda_growth_1y,pat_growth_1y,pat_growth_3y,pat_growth_5y,promoter_holding,fii_holding,dii_holding,public_holding,latest_result_date,result_quarter,cash,total_debt,working_capital_days,cfo_ttm,source,ingested_at
WELCORP,2026-06-11,36535.01,35918.53,22.65,13.24,3.97,2.18,19.44,22.91,9.09,21.5,15.2,14.64,16.15,19.25,15.44,0.26,1.33,11.12,16770.14,,,,19.78,18.58,13.33,,,117.55,117.55,20.93,49.73,11.23,21.49,17.52,,,,2355.45,,,screener,2026-06-11T12:45:34.591728+05:30
WELSPUNLIV,2026-06-11,13125.96,15293.61,60.23,17.74,2.64,1.4,4.47,6.25,2.19,24.63,23.46,22.2,17.01,11.1,10.75,0.47,1.58,2.9,9399.11,,,,5.11,5.07,8.44,,,4.25,4.25,-16.54,66.24,4.99,11.18,17.22,,,,2314.79,,,screener,2026-06-11T12:45:34.591728+05:30
WHIRLPOOL,2026-06-11,9795.77,7314.27,31.17,10.75,2.35,1.22,7.75,11.07,4.48,45.38,75.13,71.58,72.04,7.82,7.79,0.02,2.03,10.36,8034.2,,,,6.41,6.37,5.99,,,12.75,12.75,-2.31,39.76,11.46,35.85,12.93,,,,71.25,,,screener,2026-06-11T12:45:34.591728+05:30
WIPRO,2026-06-11,186112.12,195847.62,14.05,9.02,2.1,2.01,15.49,17.88,9.85,20.32,20.46,20.51,18.98,15.51,16.36,0.23,2.05,12.9,92624.0,,,,0.78,8.38,19.23,,,5.18,5.18,4.1,72.62,8.32,7.86,11.08,,,,20291.0,,,screener,2026-06-11T12:45:34.591728+05:30
WOCKPHARMA,2026-06-11,31319.56,33302.56,110.22,43.65,6.31,9.29,6.11,7.55,3.23,31.66,211.14,209.14,100.81,-1.43,-2.96,0.45,1.66,2.52,3373.0,,,,8.36,4.49,19.33,,,43.4,43.4,-19.26,49.09,7.09,10.96,32.84,,,,2233.0,,,screener,2026-06-11T12:45:34.591728+05:30
YESBANK,2026-06-11,70712.92,438387.79,20.11,17.47,1.39,2.34,7.1,5.98,0.79,14.66,33.79,35.8,24.21,5.34,4.39,7.51,3.06,1.23,30208.45,,,,9.99,8.55,59.62,,,68.76,68.76,24.64,0.0,46.42,21.81,31.74,,,,384420.05,,,screener,2026-06-11T12:45:34.591728+05:30
ZEEL,2026-06-11,10143.04,8914.64,36.32,16.36,0.85,1.25,2.4,2.75,2.0,26.4,28.35,25.18,27.7,3.74,4.28,0.02,5.59,7.32,8098.9,,,,0.05,0.94,4.92,,,95.07,95.07,-20.55,3.98,25.33,10.79,59.78,,,,265.1,,,screener,2026-06-11T12:45:34.591728+05:30
ZENSARTECH,2026-06-11,10075.76,9223.56,12.68,8.02,2.18,1.77,18.06,23.54,14.1,20.32,24.84,23.93,19.75,18.06,16.65,0.02,3.52,87.5,5687.4,,,,5.47,8.51,16.11,,,35.83,35.83,19.17,49.0,10.51,23.66,16.48,,,,79.3,,,screener,2026-06-11T12:45:34.591728+05:30
ZENTEC,2026-06-11,15847.76,15511.54,82.23,46.95,8.4,23.04,10.74,16.18,10.32,62.08,66.88,79.01,76.9,18.43,16.94,0.01,8.86,29.79,687.69,,,,46.47,65.95,35.62,,,66.81,66.81,128.29,48.51,5.99,10.06,35.04,,,,18.51,,,screener,2026-06-11T12:45:34.591728+05:30
ZFCVINDIA,2026-06-11,27797.25,26230.06,54.24,31.87,7.53,6.85,14.88,19.98,12.61,27.43,60.56,72.7,61.77,15.1,13.53,0.01,5.6,131.1,4055.48,,,,5.59,16.83,15.71,,,17.8,17.8,41.54,60.0,5.79,26.21,8.0,,,,54.82,,,screener,2026-06-11T12:45:34.591728+05:30
ZYDUSLIFE,2026-06-11,111153.63,122233.03,20.51,13.6,4.06,4.09,21.25,21.15,12.38,31.66,21.86,21.46,22.11,21.07,21.01,0.46,1.27,17.26,27148.4,,,,16.35,12.45,31.22,,,31.96,31.96,18.77,75.0,6.95,11.2,6.86,,,,12496.0,,,screener,2026-06-11T19:36:08.942892+05:30
ZYDUSWELL,2026-06-11,15645.53,18737.23,67.39,36.31,2.69,3.95,4.04,4.96,2.77,48.25,38.71,35.86,35.74,5.11,5.62,0.55,1.88,3.77,3961.0,,,,20.66,16.24,12.87,,,-10.07,-10.07,-1.54,69.63,3.17,18.87,8.32,,,,3202.8,,,screener,2026-06-11T19:36:08.942892+05:30
